branch,source,base,commit,status,endpoint,type,features,additions,deletions,old_path,path
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,页面,资金/充值/提现、个人中心/账户,352,288,,pc/src/views/personalCenter/child_modal/withdraw/bankPay.vue
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,页面,资金/充值/提现、个人中心/账户,424,296,,pc/src/views/personalCenter/child_modal/withdraw/cardPay.vue
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,页面,资金/充值/提现、个人中心/账户,591,382,,pc/src/views/personalCenter/child_modal/withdraw/currencyPay.vue
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,页面,资金/充值/提现、个人中心/账户,386,285,,pc/src/views/personalCenter/child_modal/withdraw/weChatPay.vue
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,页面,个人中心/账户,227,156,,pc/src/views/personalCenter/personalCenter.vue
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,页面,首页/导航/版面,1,1,,pc/src/views/phoneBuy/index.vue
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,页面,活动/红包/推广/下载,403,331,,pc/src/views/redPacket/redPacket.vue
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,页面,登录/注册/验证码、首页/导航/版面,1,1,,pc/src/views/register/index.vue
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,页面,登录/注册/验证码,105,145,,pc/src/views/register/register.vue
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,页面,登录/注册/验证码、接口/状态/工具,601,491,,pc/src/views/register/registerMixin.js
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,页面,未归类路径,83,68,,pc/src/views/role/roleDetail.vue
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,页面,彩票/投注/开奖,577,285,,pc/src/views/trend/child_vue/commonComponent/prizeRecord.vue
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,A,pc,主题样式,主题/颜色/静态资源,0,0,,pc/static/css/theme.css
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,主题样式,主题/颜色/静态资源,8307,5890,,pc/static/css/theme.less
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/static/images/appsj.png
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/static/images/bg.png
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/static/images/by318.png
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/static/images/img_bg.png
origin/BY8316-YDYL_CS,远端,origin/BY-Demo-H5V2-PC,92b497667,M,pc,其他,主题/颜色/静态资源,190,160,,pc/static/js/RongIMVoice-2.2.6.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,其他,其他,未归类路径,2,0,,.gitignore
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,其他,其他,未归类路径,70,0,,docs/merchant-frontend-branches.md
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,h5-v2,其他,首页/导航/版面,1,4,,h5-v2/public/index.html
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,h5-v2,组件,首页/导航/版面,5,1,,h5-v2/src/components/YiDun/index.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,h5-v2,其他,未归类路径,2,0,,h5-v2/src/main.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,h5-v2,工具/混入,接口/状态/工具,18,4,,h5-v2/src/mixins/initGtCapthca.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,h5-v2,状态,接口/状态/工具,2,0,,h5-v2/src/store/modules/sysDict.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,h5-v2,工具/混入,登录/注册/验证码、接口/状态/工具,667,0,,h5-v2/src/utils/aliyunCaptcha.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,h5-v2,构建配置,构建/配置、接口/状态/工具,2,1,,h5-v2/src/utils/getSysConfig.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,h5-v2,工具/混入,接口/状态/工具,2,0,,h5-v2/src/utils/plugin/plugin.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,h5-v2,工具/混入,接口/状态/工具,47,3,,h5-v2/src/utils/request.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,h5-v2,页面,首页/导航/版面,25,6,,h5-v2/src/views/free-play/index.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,h5-v2,页面,登录/注册/验证码、接口/状态/工具,22,15,,h5-v2/src/views/login/loginMixin.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,h5-v2,页面,个人中心/账户、代理/报表/团队,1,1,,h5-v2/src/views/personal-center/child_modal/agency_center/userAdd.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,h5-v2,页面,个人中心/账户,1,1,,h5-v2/src/views/personal-center/child_modal/mysetting/myPhone/myPhone.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,h5-v2,页面,登录/注册/验证码、接口/状态/工具,89,14,,h5-v2/src/views/register/registerMixin.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,h5-v2,页面,活动/红包/推广/下载,235,0,,h5-v2/src/views7/active/active.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,其他,未归类路径,1,1,,pc/.gitignore
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,其他,首页/导航/版面、构建/配置,6,2,,pc/config/index.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,构建配置,主题/颜色/静态资源、构建/配置,49,68,,pc/configstatic/pc/control/control.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/Icon-60.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/favicon.ico
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,构建配置,活动/红包/推广/下载、主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/ic_promotion_logo.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo-icon.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo.gif
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/logo/logo.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,构建配置,主题/颜色/静态资源、构建/配置,-,-,,pc/configstatic/pc/images/qrbg.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,其他,首页/导航/版面,41,44,,pc/index.html
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,构建配置,构建/配置,1,1,,pc/package.json
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,其他,未归类路径,2,1,,pc/src/App.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,接口,个人中心/账户、接口/状态/工具,20,9,,pc/src/api/user.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,图片资源,首页/导航/版面、主题/颜色/静态资源,-,-,,pc/src/assets/images-v10/home/certified_4.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,图片资源,活动/红包/推广/下载、主题/颜色/静态资源,-,-,,pc/src/assets/images-v10/phone-buy/APPdownload_image.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/deposit_method.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,图片资源,登录/注册/验证码、主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/loginBg.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/open_num.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/sf1.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/sf2.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/sf3.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/sf4.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/sf5.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/sf6.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images-v11/yard.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/bg.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/bg_cp.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,图片资源,聊天室/私聊、主题/颜色/静态资源,-,-,,pc/src/assets/images/chat/cptt.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/en_tg_bg1.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/en_tg_bg2.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/en_tg_bg3.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/en_tg_bg4.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/en_tg_bg5.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/en_tg_bg6.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/en_tg_bg7.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/en_tg_bg8.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/logo.png
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,首页/导航/版面、主题/颜色/静态资源,-,-,,pc/src/assets/images/photo_2023-11-29_22-03-32.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,首页/导航/版面、主题/颜色/静态资源,-,-,,pc/src/assets/images/photo_2023-11-29_22-03-39.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,首页/导航/版面、主题/颜色/静态资源,-,-,,pc/src/assets/images/photo_2023-11-29_22-03-43.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,首页/导航/版面、主题/颜色/静态资源,-,-,,pc/src/assets/images/photo_2023-11-29_22-03-48.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,首页/导航/版面、主题/颜色/静态资源,-,-,,pc/src/assets/images/photo_2023-11-29_22-03-52.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/tg_bg1.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/tg_bg2.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/tg_bg3.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/tg_bg4.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/tg_bg5.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/tg_bg6.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/tg_bg7.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,D,pc,图片资源,主题/颜色/静态资源,-,-,,pc/src/assets/images/tg_bg8.jpg
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,组件,首页/导航/版面,36,8,,pc/src/components/PhoneBindDialog/index.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,组件,登录/注册/验证码,2,2,,pc/src/components/login_dlg.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,组件,未归类路径,146,1,,pc/src/components/tryPlay.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,主题样式,主题/颜色/静态资源,2,1,,pc/src/constant/theme.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,其他,未归类路径,6,1,,pc/src/lang/zh_CN.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,其他,未归类路径,33,29,,pc/src/main.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,工具/混入,登录/注册/验证码、接口/状态/工具,83,1,,pc/src/mixins/register.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,状态,首页/导航/版面、接口/状态/工具,241,238,,pc/src/store/index.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,状态,接口/状态/工具,111,100,,pc/src/store/modules/sysDict.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,状态,主题/颜色/静态资源、接口/状态/工具,7,55,,pc/src/store/modules/theme.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,主题样式,主题/颜色/静态资源,2,2,,pc/src/styles/backup/v10-app-var.less
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,主题样式,主题/颜色/静态资源,1,1,,pc/src/styles/backup/v11-app-var.less
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,主题样式,主题/颜色/静态资源,7,7,,pc/src/styles/backup/v11-iview-var.less
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,主题样式,主题/颜色/静态资源,2,2,,pc/src/styles/backup/v3-iview-var.less
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,主题样式,主题/颜色/静态资源,0,0,,pc/src/styles/css/iview-var.css
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,主题样式,主题/颜色/静态资源,0,0,,pc/src/styles/css/v11-iview-var.css
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,主题样式,主题/颜色/静态资源,5082,2152,,pc/src/styles/theme/components/base.less
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,主题样式,首页/导航/版面、主题/颜色/静态资源,135,105,,pc/src/styles/theme/components/v10-layout-theme-dark.less
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,主题样式,主题/颜色/静态资源,6481,0,,pc/src/styles/theme/css/base.css
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,主题样式,首页/导航/版面、主题/颜色/静态资源,7038,0,,pc/src/styles/theme/css/v10-layout-theme-dark.css
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,主题样式,主题/颜色/静态资源,7,7,,pc/src/styles/theme/iview-var.less
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,主题样式,主题/颜色/静态资源,1,1,,pc/src/styles/theme/theme.less
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,工具/混入,登录/注册/验证码、接口/状态/工具,610,0,,pc/src/utils/aliyunCaptcha.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,工具/混入,接口/状态/工具,3,3,,pc/src/utils/diswatch.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,构建配置,构建/配置、接口/状态/工具,2,1,,pc/src/utils/getSysConfig.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,工具/混入,主题/颜色/静态资源、接口/状态/工具,89,0,,pc/src/utils/less.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,工具/混入,接口/状态/工具,6,0,,pc/src/utils/plugin/plugin.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,工具/混入,接口/状态/工具,162,121,,pc/src/utils/request.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,构建配置,构建/配置、接口/状态/工具,70,60,,pc/src/utils/tplConfig.js
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,页面,首页/导航/版面,50,39,,pc/src/views-v10/home/components/HomeHotGames.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,页面,首页/导航/版面,18,15,,pc/src/views-v10/home/index.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,页面,首页/导航/版面,100,148,,pc/src/views-v10/layout/SlideQuick.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,首页/导航/版面,378,0,,pc/src/views-v10/layout/SlideQuick12.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,页面,首页/导航/版面,5,1,,pc/src/views-v10/layout/components/BaseFooter.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,页面,首页/导航/版面,1,1,,pc/src/views-v10/layout/components/BaseHeader.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,页面,首页/导航/版面,41,50,,pc/src/views-v10/layout/popupNotice.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,页面,登录/注册/验证码、首页/导航/版面,1,1,,pc/src/views-v10/login/index.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,M,pc,页面,登录/注册/验证码、首页/导航/版面,91,84,,pc/src/views-v10/register/index.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,首页/导航/版面、活动/红包/推广/下载,445,0,,pc/src/views-v11/active/index.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,未归类路径,55,0,,pc/src/views-v11/game/components/GameAmountConvertDialog.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,彩票/投注/开奖,71,0,,pc/src/views-v11/game/components/GameBall.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,未归类路径,71,0,,pc/src/views-v11/game/components/GameFish.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,未归类路径,221,0,,pc/src/views-v11/game/components/GameItem.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,未归类路径,268,0,,pc/src/views-v11/game/components/GameList.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,首页/导航/版面,186,0,,pc/src/views-v11/game/components/GameNavs.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,未归类路径,70,0,,pc/src/views-v11/game/components/GamePoker.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,未归类路径,37,0,,pc/src/views-v11/game/components/GameSearchInput.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,未归类路径,71,0,,pc/src/views-v11/game/components/GameSlot.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,未归类路径,71,0,,pc/src/views-v11/game/components/GameSports.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,未归类路径,279,0,,pc/src/views-v11/game/components/GameSportsTabs.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,未归类路径,216,0,,pc/src/views-v11/game/components/GameTabs.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,未归类路径,71,0,,pc/src/views-v11/game/components/GameVideo.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,未归类路径,99,0,,pc/src/views-v11/game/components/NumCard.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,未归类路径,103,0,,pc/src/views-v11/game/components/NumCardItem.vue
origin/BY8317-CKW,远端,origin/BY-Demo-H5V2-PC,931044329,A,pc,页面,接口/状态/工具,222,0,,pc/src/views-v11/game/components/gameMixin.js
